Date,Treat,Loc,min.subniv
12/18/2016,5,TH,-2.996875
12/19/2016,5,TH,-2.876875
12/20/2016,5,TH,-1.65375
12/21/2016,5,TH,-0.950625
12/22/2016,5,TH,-0.18875
12/23/2016,5,TH,-0.6925
12/24/2016,5,TH,-0.121875
12/25/2016,5,TH,-0.1025
12/26/2016,5,TH,-0.6675
12/27/2016,5,TH,-1.838125
12/28/2016,5,TH,-1.6575
12/29/2016,5,TH,-0.840625
12/30/2016,5,TH,-1.430625
12/31/2016,5,TH,-1.344375
1/1/2017,5,TH,-1.159375
1/2/2017,5,TH,-0.705
1/3/2017,5,TH,-1.4
1/4/2017,5,TH,-3.35625
1/5/2017,5,TH,-4.411875
1/6/2017,5,TH,-5.934375
1/7/2017,5,TH,-7.02875
1/8/2017,5,TH,-5.430625
1/9/2017,5,TH,-4.0575
1/10/2017,5,TH,-2.143125
1/11/2017,5,TH,-1.599375
1/12/2017,5,TH,-1.5525
1/13/2017,5,TH,-2.00125
1/14/2017,5,TH,-1.766875
1/15/2017,5,TH,-2.053125
1/16/2017,5,TH,-1.5725
1/17/2017,5,TH,-0.591875
1/18/2017,5,TH,-0.10625
1/19/2017,5,TH,-0.083125
1/20/2017,5,TH,-0.070625
1/21/2017,5,TH,-0.0625
1/22/2017,5,TH,-0.0625
1/23/2017,5,TH,-0.0625
1/24/2017,5,TH,-0.055
1/25/2017,5,TH,-0.07875
1/26/2017,5,TH,-0.13375
1/27/2017,5,TH,-0.71625
1/28/2017,5,TH,-0.818125
1/29/2017,5,TH,-1.88
1/30/2017,5,TH,-3.34375
1/31/2017,5,TH,-1.024375
2/1/2017,5,TH,-1.22375
2/2/2017,5,TH,-1.7475
2/3/2017,5,TH,-2.454375
2/4/2017,5,TH,-2.649375
2/5/2017,5,TH,-1.400625
2/6/2017,5,TH,-1.434375
2/7/2017,5,TH,-1.0825
2/8/2017,5,TH,-2.739375
2/9/2017,5,TH,-3.8875
2/10/2017,5,TH,-3.295
2/11/2017,5,TH,-1.56375
2/12/2017,5,TH,-0.555625
2/13/2017,5,TH,-1.8325
2/14/2017,5,TH,-0.423125
2/15/2017,5,TH,-1.270625
2/16/2017,5,TH,-1.849375
2/17/2017,5,TH,-1.36125
2/18/2017,5,TH,-0.164375
2/19/2017,5,TH,-0.48125
2/20/2017,5,TH,1.191875
2/21/2017,5,TH,1.564285714
2/22/2017,5,TH,0.8175
2/23/2017,5,TH,-0.238125
2/24/2017,5,TH,-1.36125
2/25/2017,5,TH,-1.211875
2/26/2017,5,TH,-1.2625
2/27/2017,5,TH,-2.449375
2/28/2017,5,TH,-0.11
3/1/2017,5,TH,-1.73375
3/2/2017,5,TH,-3.1875
3/3/2017,5,TH,-5.4075
3/4/2017,5,TH,-4.84875
3/5/2017,5,TH,-1.059090909
3/6/2017,5,TH,1.731875
3/7/2017,5,TH,-0.078125
3/8/2017,5,TH,-3.02125
3/9/2017,5,TH,-4.594375
3/10/2017,5,TH,-8.809375
3/11/2017,5,TH,-9.96625
3/12/2017,5,TH,-9.805625
3/13/2017,5,TH,-6.376875
3/14/2017,5,TH,-12.66125
3/15/2017,5,TH,-12.344375
3/16/2017,5,TH,-9.165625
3/17/2017,5,TH,-1.185625
3/18/2017,5,TH,-0.673125
3/19/2017,5,TH,-1.494375
3/20/2017,5,TH,-1.34875
3/21/2017,5,TH,-4.828125
3/22/2017,5,TH,-7.59875
3/23/2017,5,TH,-2.61875
3/24/2017,5,TH,0.248125
3/25/2017,5,TH,0.1725
3/26/2017,5,TH,0.075625
3/27/2017,5,TH,-0.11
3/28/2017,5,TH,-1.930625
3/29/2017,5,TH,-0.574375
3/30/2017,5,TH,1.69375
3/31/2017,5,TH,0.475625
4/1/2017,5,TH,-1.231875
4/2/2017,5,TH,0.23125
4/3/2017,5,TH,5.208125
11/14/2016,ext,TH,5.1525
11/15/2016,ext,TH,2.000833333
11/16/2016,ext,TH,1.349166667
11/17/2016,ext,TH,3.293333333
11/18/2016,ext,TH,0.4075
11/19/2016,ext,TH,-2.6625
11/20/2016,ext,TH,-3.573333333
11/21/2016,ext,TH,-7.261666667
11/22/2016,ext,TH,-6.673333333
11/23/2016,ext,TH,-0.360833333
11/24/2016,ext,TH,0.294166667
11/25/2016,ext,TH,0.459166667
11/26/2016,ext,TH,-0.540833333
11/27/2016,ext,TH,-2.356666667
11/28/2016,ext,TH,0.709166667
11/29/2016,ext,TH,-0.446666667
11/30/2016,ext,TH,0.661666667
12/1/2016,ext,TH,-1.521666667
12/2/2016,ext,TH,-1.995
12/3/2016,ext,TH,-2.183333333
12/4/2016,ext,TH,-3.0525
12/5/2016,ext,TH,-0.2875
12/6/2016,ext,TH,-1.573333333
12/7/2016,ext,TH,-3.605
12/8/2016,ext,TH,-4.3925
12/9/2016,ext,TH,-5.475833333
12/10/2016,ext,TH,-6.0275
12/11/2016,ext,TH,-4.2
12/12/2016,ext,TH,-1.819166667
12/13/2016,ext,TH,-3.663333333
12/14/2016,ext,TH,-4.5475
12/15/2016,ext,TH,-5.2875
12/16/2016,ext,TH,-4.036666667
12/17/2016,ext,TH,-1.473333333
12/18/2016,ext,TH,-2.7
12/19/2016,ext,TH,-2.583333333
12/20/2016,ext,TH,-1.448333333
12/21/2016,ext,TH,-1.2725
12/22/2016,ext,TH,-0.750833333
12/23/2016,ext,TH,-1.0325
12/24/2016,ext,TH,-0.221666667
12/25/2016,ext,TH,-0.245
12/26/2016,ext,TH,-0.311666667
12/27/2016,ext,TH,-1.278333333
12/28/2016,ext,TH,-1.276666667
12/29/2016,ext,TH,-0.423333333
12/30/2016,ext,TH,-0.599166667
12/31/2016,ext,TH,-0.625833333
1/1/2017,ext,TH,-0.798333333
1/2/2017,ext,TH,-0.381666667
1/3/2017,ext,TH,-0.0625
1/4/2017,ext,TH,-1.36
1/5/2017,ext,TH,-1.813333333
1/6/2017,ext,TH,-2.52375
1/7/2017,ext,TH,-2.71125
1/8/2017,ext,TH,-2.06375
1/9/2017,ext,TH,-1.146666667
1/10/2017,ext,TH,-0.710833333
1/11/2017,ext,TH,-0.485
1/12/2017,ext,TH,-0.511666667
1/13/2017,ext,TH,-0.683333333
1/14/2017,ext,TH,-0.673333333
1/15/2017,ext,TH,-0.651666667
1/16/2017,ext,TH,-0.595
1/17/2017,ext,TH,-0.433333333
1/18/2017,ext,TH,-0.234166667
1/19/2017,ext,TH,-0.214166667
1/20/2017,ext,TH,-0.089166667
1/21/2017,ext,TH,0.036666667
1/22/2017,ext,TH,0.068333333
1/23/2017,ext,TH,0.068333333
1/24/2017,ext,TH,0.068333333
1/25/2017,ext,TH,0.069166667
1/26/2017,ext,TH,0.069166667
1/27/2017,ext,TH,-0.171666667
1/28/2017,ext,TH,-0.391666667
1/29/2017,ext,TH,-0.97
1/30/2017,ext,TH,-1.8
1/31/2017,ext,TH,-0.725
2/1/2017,ext,TH,-0.6675
2/2/2017,ext,TH,-1.0375
2/3/2017,ext,TH,-1.328333333
2/4/2017,ext,TH,-1.3975
2/5/2017,ext,TH,-0.674166667
2/6/2017,ext,TH,-0.668333333
2/7/2017,ext,TH,-0.4075
2/8/2017,ext,TH,-0.56375
2/9/2017,ext,TH,-1.0625
2/10/2017,ext,TH,-0.99375
2/11/2017,ext,TH,-0.485
2/12/2017,ext,TH,-0.2925
